no,nomor_memo_dinas,tgl_memo,tgl_upload,nomor_permohonan,nama_pemohon,nama_alat_perangkat,merk_model_type,negara_pembuat,keterangan
26,171/BBPPT/II/09,2009-02-04,2009-02-06,29,"Multi-Tech Systems, Inc.",Modem,"Multi-Tech Systems, Inc / MT5692SMI",United States,
27,172/BBPPT/II/09,2009-02-04,2009-02-06,144,PT. MLW Telecom,Data Card HSDPA,SPEEDUP / SU-8000U/USB,China,
28,173/BBPPT/II/09,2009-02-04,2009-02-06,146,PT. MLW Telecom,Data Card 3.5G HSDPA,SPEEDUP / SU-8500U/USB,China,
29,174/BBPPT/II/09,2009-02-04,2009-02-06,174,PT. Subur Semesta,HSDPA USB Mobile,Huawei / E156G,China,
30,175/BBPPT/II/09,2009-02-04,2009-02-06,175,PT. Subur Semesta,HSDPA USB Mobile,OPTION / GI0225,Ireland,
31,176/BBPPT/II/09,2009-02-09,2009-02-13,1893(2008),"Hitachi Construction Machinery CO.,LTD.",Data Terminal Equipment,HITACHI / X4635318,Japan,
32,177/BBPPT/II/09,2009-02-09,2009-02-13,2132(2008),PT. Abhimata Citra Abadi,Abis/Ater Optimizer,CELTRO / DMT 1000,Mexico,
33,178/BBPPT/II/09,2009-02-09,2009-02-13,2231(2008),PT. Ericsson Indonesia,MULTIPLEXER,ERICSSON / DXX 6325 Switch Node Managed Access System,Sweden,
34,179/BBPPT/II/09,2009-02-09,2009-02-13,2271(2008),PT. Ufoakses Sukses Luarbiasa,Converter,AD-NET / AN-8E1-ETH,Taiwan,
35,180/BBPPT/II/09,2009-02-09,2009-02-13,39,Sony Ericsson Mobile Communications AB (SEAB),Accessories,SONY ERICSSON / Bluetooth Car Kit HCB 105,Hungary,
36,181/BBPPT/II/09,2009-02-09,2009-02-13,51,PT. Artha Kreasi Abadi,VHF Handy Talkie,ICOM / IC-F3023T/S,Japan,
37,182/BBPPT/II/09,2009-02-09,2009-02-13,81,PT. Sinar Mentari Era Jaya,54M Wireless Router,TP-LINK / TL-WR340G,China,
38,183/BBPPT/II/09,2009-02-09,2009-02-13,106,PT. Huawei Tech Investment,BTS Antenna,Kathrein / 742352,Germany,
39,184/BBPPT/II/09,2009-02-09,2009-02-13,107,PT. Nokia Indonesia,Modem HSDPA,"Nokia / Nokia Internet Stick / CS-10 (GSM850/900/1800/1900,WCDMA850/2100)",China,
40,185/BBPPT/II/09,2009-02-09,2009-02-13,131,PT. Megasindo Pratama,Telepon Seluler (GSM-GSM),Sky Phone / 618,China,
41,186/BBPPT/II/09,2009-02-09,2009-02-13,132,PT. Megasindo Pratama,Telepon Seluler,Sky Phone / 318,China,
42,187/BBPPT/II/09,2009-02-09,2009-02-13,134,PT. Megatech Indonesia,Antenna UHF (Ultra High Frequency),RFS (Radio Frequency System) / PHP,Australia,
43,188/BBPPT/II/09,2009-02-09,2009-02-13,192,PT. ZTE Indonesia,Handset,ZTE / ZTE C339,China,
44,189/BBPPT/II/09,2009-02-11,2009-02-13,81,PT. Sinar Mentari Era Jaya,54M Wireless Router,TP-LINK / TL-WR340G,China,
45,190/BBPPT/II/09,2009-02-11,2009-02-13,93,PT. Suryajaya Teknotama,Antenna,Andrew / 858DG65T6ESY,China,
46,191/BBPPT/II/09,2009-02-11,2009-02-13,145,PT. MLW Telecom,Data Card 3.75G HSUPA,SPEEDUP / SU-9500U/USB,China,
47,192/BBPPT/II/09,2009-02-11,2009-02-13,34,PT. Cahaya Putera Lestari,Smart Shelf,LIBRA / FA-02,Singapore,
48,193/BBPPT/II/09,2009-02-11,2009-02-13,88,Alpine Electronics Inc.,Bluetooth Module,PARROT / CK5000New,Japan,
49,194/BBPPT/II/09,2009-02-11,2009-02-13,89,Alpine Electronics Inc.,Bluetooth Module,PARROT / CK5050+,Japan,
50,195/BBPPT/II/09,2009-02-11,2009-02-13,142,PT. Dwi Utama Perkasa,Telepon Selular GSM-GSM,MAXTRON / MG 136,China,
51,196/BBPPT/II/09,2009-02-11,2009-02-13,149,PT. Dwi Utama Perkasa,Telepon Selular GSM-GSM,MAXTRON / MG 156,China,
52,197/BBPPT/II/09,2009-02-11,2009-02-13,151,PT. Procell Indonesia,Telepon Selular GSM-GSM,Beyond / B 720 (HD-90),China,
53,198/BBPPT/II/09,2009-02-11,2009-02-13,152,PT. Sumber Karunia Anugerah,Telephone,TORIPHONE / TP 812,China,
54,199/BBPPT/II/09,2009-02-11,2009-02-13,156,PT. Sumber Karunia Anugerah,Telephone,TORIPHONE / TP 333CID,China,
55,200/BBPPT/II/09,2009-02-11,2009-02-13,157,PT. Sumber Karunia Anugerah,Telephone,TORIPHONE / KXTS 3 TP,China,
56,201/BBPPT/II/09,2009-02-11,2009-02-13,160,PT. Zhou Internasional,Cellular Phone Dual Mode GSM +GSM,ASIAFONE / AF 306,China,
57,202/BBPPT/II/09,2009-02-11,2009-02-13,31,PT. Wahgo International Corporation,Handy Talky UHF FM Transceiver 350-370 MHz,Kenwood / TK-3107 M6,Singapore,
58,203/BBPPT/II/09,2009-02-11,2009-02-13,126,PT. EP-Tec Solutions Indonesia,Airliner Wireless Slate,SMART Technologies I / WS100,China,
59,204/BBPPT/II/09,2009-02-11,2009-02-13,147,PT. MLW Telecom,Data Card HSDPA,SPEEDUP / SU-8100U/USB,China,
60,205/BBPPT/II/09,2009-02-11,2009-02-13,159,PT. Zhou Internasional,Cellular Phone Dual Mode GSM +GSM,ASIAFONE / AF 305,China,
61,206/BBPPT/II/09,2009-02-11,2009-02-13,2349(2008),PT. Aditech Matra,Extended C-Band VSAT Transceiver Series 100 Watts,"AnaCom, Inc / AnaSat 100 EC",United States,
62,207/BBPPT/II/09,2009-02-11,2009-02-13,2350(2008),PT. Aditech Matra,Extended C-Band VSAT Transceiver Series 200 Watts,"AnaCom, Inc / AnaSat 200 EC",United States,
63,208/BBPPT/II/09,2009-02-13,2009-02-18,28,Verifone Inc,Point of Sales Terminal,VeriFone / Vx510,China,
64,209/BBPPT/II/09,2009-02-13,2009-02-18,64,Buffalo Inc.,Wireless-G USB 2.0 Keychain Adapter,BUFFALO / WLI-UC-G,China,
65,210/BBPPT/II/09,2009-02-13,2009-02-18,68,PT. Elovo Technologies Indonesia,Bluetooth BT2.1+EDR USB Mini Dongle,J-Three / BU-2086-1,China,
66,211/BBPPT/II/09,2009-02-13,2009-02-18,177,Sony Ericsson Mobile Communications AB (SEAB),Mobile Phone,"SONY ERICSSON / W395, Quad-band GSM/GPRS 850/900/1800/1900 MHz",China,
67,212/BBPPT/II/09,2009-02-13,2009-02-18,178,PT. Transtel Universal,Encoder,TANDBERG / E 5740,United Kingdom,
68,213/BBPPT/II/09,2009-02-13,2009-02-18,198,PT. Universal Network Indonesia,Wireless Access Point,Airlive / WL-5470AP,Taiwan,
69,214/BBPPT/II/09,2009-02-13,2009-02-18,199,PT. Universal Network Indonesia,Wireless Access Point Outdoor,Airlive / WH-5420CPE,Taiwan,
70,215/BBPPT/II/09,2009-02-13,2009-02-18,71,PT. Ericsson Indonesia,Antenna,"Kathrein / KRE 101 1912/1 Single Antenna,X-Pol 1710-2180 MHz. 45 deg.21, bBi, METO-6",Germany,
71,216/BBPPT/II/09,2009-02-13,2009-02-18,172,PT. Sein Digital Multimedia,Telepon Selular (Double GSM),D-ONE / DG-528,China,
72,217/BBPPT/II/09,2009-02-13,2009-02-18,181,CV. Aego Indonesia,Handphone GSM900/1800/1900,AEGO / R10,China,
73,218/BBPPT/II/09,2009-02-13,2009-02-18,194,PT. LG Electronics Indonesia,Mobile Phone,LG / KP175,China,
74,219/BBPPT/II/09,2009-02-13,2009-02-18,179,PT. Naga Mas Kreasi Mandiri,Cellular Phone GSM 900/1800,HT Mobile / HT65,China,
75,220/BBPPT/II/09,2009-02-13,2009-02-18,105,PT. Artha Surya Kommunika,Radio Transceiver,WEIERWEI / V8 ( Freq. 134-176 MHz),China,
76,221/BBPPT/II/09,2009-02-16,2009-02-18,2222(2008),PT. Prima Mitratama Sejati,Band Adjustable Pico Repeater,COMBA / SP-2110,Hongkong,
77,222/BBPPT/II/09,2009-02-16,2009-02-18,2306(2008),PT. Infracom Telesarana,1:1 Redundant Ku-Band LNA Subsystem,Miteq / AMFW-6S-10951275-90,United States,
78,223/BBPPT/II/09,2009-02-16,2009-02-18,2307(2008),PT. Infracom Telesarana,Ka-Band LNA,Advantech / ALNA-Ka140,Canada,
79,224/BBPPT/II/09,2009-02-16,2009-02-18,121,Delphi Deutschland GmbH,Immobilizer,Delphi / Vo1-125kHz,Germany,
80,225/BBPPT/II/09,2009-02-16,2009-02-18,125,"Renishaw, Plc.",PROBE,"Renishaw, Plc. / RMP600",United Kingdom,
81,226/BBPPT/II/09,2009-02-16,2009-02-18,171,PT. Supertone,Handphone,SPC / Green 2G-100,China,
82,227/BBPPT/II/09,2009-02-16,2009-02-18,191,PT. ZTE Indonesia,Broadband Video Phone,ZTE / ZXV V300,China,
83,228/BBPPT/II/09,2009-02-16,2009-02-18,193,PT. LG Electronics Indonesia,Mobile Phone,LG / Gb106,China,
84,229/BBPPT/II/09,2009-02-16,2009-02-18,195,PT. LG Electronics Indonesia,Mobile Phone,LG / GB110,China,
85,230/BBPPT/II/09,2009-02-16,2009-02-18,214,PT. Samafitro,Multi Fungsi,CANON / MF 4370 dn,"Korea, Republic Of",
86,231/BBPPT/II/09,2009-02-16,2009-02-18,215,PT. Samafitro,Multi Fungsi,CANON / MF 4380 dn,"Korea, Republic Of",
87,232/BBPPT/II/09,2009-02-16,2009-02-18,202,PT. Samafitro,Multi Fungsi,CANON / MF 4350 d,"Korea, Republic Of",
88,233/BBPPT/II/09,2009-02-16,2009-02-18,217,PT. Huawei Tech Investment,CDMA Mobile Handset,HUAWEI / C2809,China,
89,234/BBPPT/II/09,2009-02-16,2009-02-18,218,PT. Huawei Tech Investment,CDMA Mobile Handset,HUAWEI / C2808,China,
90,235/BBPPT/II/09,2009-02-18,2009-02-20,85,PT. Girimas Arthamulia,Microwave Antenna,SPEEDLINK / WTB12-17D Series,Indonesia,
91,236/BBPPT/II/09,2009-02-18,2009-02-20,86,PT. Girimas Arthamulia,Microwave Antenna,SPEEDLINK / WTB18-17D Series,Indonesia,
92,237/BBPPT/II/09,2009-03-03,2009-03-05,123,PT. Catur Mitra Adhikara,Transmitter Radio FM,Broadcast Electronics / FM-10S,United States,
93,238/BBPPT/II/09,2009-02-18,2009-02-20,127,Panasonic Customer Services Europe,Car Radio with Bluetooth Handsfree,Panasonic / CDR31,Germany,
94,239/BBPPT/II/09,2009-02-18,2009-02-20,128,Roche Diagnostics GmbH,COBAS Reader 8000,etifix / COBAS Reader 8000,Germany,
95,240/BBPPT/II/09,2009-02-18,2009-02-20,133,PT. Artha Kreasi Abadi,VHF Handy Talkie Transceiver,"ICOM / IC-F50, Freq. 136-174 MHz",Japan,
96,241/BBPPT/II/09,2009-02-18,2009-02-20,176,PT. Subur Semesta,Laptop PC with Integrated Wifi,AMPTRON / AMP-LAP-808,Indonesia,
97,242/BBPPT/II/09,2009-02-18,2009-02-20,201,PT. Naga Mas Kreasi Mandiri,Cellular Phone GSM 900/1800,HT Mobile / HT71,China,
98,243/BBPPT/II/09,2009-02-18,2009-02-20,226,PT. Cakrawala Multi Komunikasi Pusat Jakarta,Handy Talky,Suicom / CT-08 Freq. 136-174 MHz,China,
99,244/BBPPT/II/09,2009-02-18,2009-02-20,2305(2008),PT. Infracom Telesarana,750W with Linearizer Phase Combined TWTA Subsystem,CPI / VZU-6997V7,United States,
100,245/BBPPT/II/09,2009-02-18,2009-02-20,2223(2008),PT. Prima Mitratama Sejati,Channel Selective Dual Band Repeater,COMBA / RD-7843 (GSM+WCDMA),Hongkong,
101,246/BBPPT/II/09,2009-02-18,2009-02-20,2224(2008),PT. Prima Mitratama Sejati,Single Duplex Tower Mounted Amplifier,COMBA / TA-G12FS02,Hongkong,
102,247/BBPPT/II/09,2009-02-18,2009-02-20,206,PT. Dynatama Internusa,Handphone,TITAN / V79/GSM/Dual Band/900/1800 MHz,China,
103,248/BBPPT/II/09,2009-02-18,2009-02-20,219,PT. Konten Indonesia Pratama,Mobile Phone Dual SIM,"IMO / L 818 (GSM900,1800,1900 MMHZ)",China,
104,249/BBPPT/II/09,2009-02-18,2009-02-20,225,PT. Naga Mas Kreasi Mandiri,Cellular Phone,K-Touch / C260,China,
105,250/BBPPT/II/09,2009-02-18,2009-02-20,233,PT. Konten Indonesia Pratama,Mobile Phone Dual SIM,"IMO / G 105 (GSM900, 1800 MHz)",China,
106,251/BBPPT/II/09,2009-02-18,2009-02-20,141,PT. Radio Dian Mandiri,Transmitter,Crown / FM 3000T,United States,
107,252/BBPPT/II/09,2009-02-18,2009-02-20,57,Beru AG.,TSSTSc,BERU / Trigger Transmitter,Germany,
108,253/BBPPT/II/09,2009-02-18,2009-02-20,138,Microsoft Corporation,Microsoft Wireless Mouse,Microsoft / 1387,China,
109,254/BBPPT/II/09,2009-02-18,2009-02-20,139,Microsoft Corporation,Wireless Keyboard,Microsoft / 1379,China,
110,255/BBPPT/II/09,2009-02-20,2009-02-25,2355(2008),PT. Catur Mitra Adhikara,Transmittier FM Radio,Broadcast Electronics / FM 3C Series,United States,
111,256/BBPPT/II/09,2009-02-20,2009-02-25,69,"S&T Daewoo CO., Ltd",PDIM (Preferred Device Interface Module),PDIM / KTB LS,"Korea, Republic Of",
112,257/BBPPT/II/09,2009-02-20,2009-02-25,70,"S&T Daewoo CO., Ltd",PDIM (Preferred Device Interface Module),PDIM / KTB MS,"Korea, Republic Of",
113,258/BBPPT/II/09,2009-02-20,2009-02-25,135,Sony Ericsson Mobile Communications AB (SEAB),Accessories,SONY ERICSOON / Bluetooth Headset Sony Ericsson HBH PV 740,Hungary,
114,259/BBPPT/II/09,2009-02-20,2009-02-25,136,Sony Ericsson Mobile Communications AB (SEAB),Accessories,SONY ERICSSON / Bluetooth Car Kit HCB 108,Hungary,
115,260/BBPPT/II/09,2009-02-20,2009-02-25,197,"Symbol Technologies, Inc.",Enterprise Digital Assistant,Symbol / MC5574,China,
116,261/BBPPT/II/09,2009-02-20,2009-02-25,207,PT. Universal Network Indonesia,Wireless USB Adapter,Airlive / WT-2000USB,Taiwan,
117,262/BBPPT/II/09,2009-02-20,2009-02-25,208,PT. Universal Network Indonesia,Wireless PCI Adapter,Airlive / WT-2000PCI,Taiwan,
118,263/BBPPT/II/09,2009-02-20,2009-02-25,232,PT. Supertone,Handphone,SPC / Black 2G-100T,China,
119,264/BBPPT/II/09,2009-02-20,2009-02-25,241,Logitech Far East Ltd.,27 MHz Cordless Keyboard,Logitech / Y-RBH94,China,
120,265/BBPPT/II/09,2009-02-20,2009-02-25,104,PT. Concept Two Technology,Internet Media Tablet,Archos / Archos 7,China,
121,266/BBPPT/II/09,2009-02-20,2009-02-25,137,Sony Ericsson Mobile Communications AB (SEAB),Accessories,SONY ERICSSON / Bluetooth Headset Sony Ericsson IS 800,Hungary,
122,267/BBPPT/II/09,2009-02-24,2009-02-25,2230(2008),PT. Ericsson Indonesia,MULTIPLEXER,ERICSSON / DXX 6350 Switch Node Managed Access System,Sweden,
123,268/BBPPT/II/09,2009-02-24,2009-02-25,216,PT. Tikomsel Oke,Telepon Selular,Apple / A 1241,China,
124,269/BBPPT/II/09,2009-02-24,2009-02-25,246,PT. Nokia Indonesia,Telepon Selular,Nokia / 2330c-2/RM-512 (EGSM 900/1800 MHz),China,
125,270/BBPPT/II/09,2009-02-24,2009-02-25,251,PT. Nokia Indonesia,Telepon Selular,Nokia / 5030c-2/RM-524 (EGSM 900/1800 MHz),China,
126,271/BBPPT/II/09,2009-02-25,2009-02-26,2148 (2008),PT. Triduta Mitra Sejahtera,Handphone,CROSS / G 16 Dual GSM,China,
127,272/BBPPT/II/09,2009-02-25,2009-02-26,140,Realtek Semiconductor Corp.,802.11b/g/n RTL8192E half minicard,Realtek / RTL8192E,Taiwan,
128,273/BBPPT/II/09,2009-02-25,2009-02-26,180,PT. Naga Mas Kreasi Mandiri,Cellular Phone GSM 900/1800,HT Mobile / M12,China,
129,274/BBPPT/II/09,2009-02-25,2009-02-26,240,PT. Sistech Kharisma,PDA Phone Quad Band GSM/GPRS/EDGE (850/900/1800/1900 MHz) HSDPA/WCDMA (900/2100 MHz),HTC / Touch Cruise,Taiwan,
130,275/BBPPT/II/09,2009-02-25,2009-02-26,262,PT. Haier Telecom Indonesia,Telepon Genggam CDMA,Haier / C2060 (800 MHz),China,
131,276/BBPPT/II/09,2009-02-25,2009-02-26,263,Sony Ericsson Mobile Communications AB (SEAB),Accessories,SONY ERICSSON / Bluetooth Headset Sony Ericsson DS 980,Hungary,
132,277/BBPPT/II/09,2009-02-26,2009-02-27,2260(2008),"PT. Astra Graphia, TBK.,",Mesin Multifunction,Fuji Xerox / DocuCentre-III 2007,Japan,
133,278/BBPPT/II/09,2009-02-26,2009-02-27,249,PT. Pacificom Global Sentosa,DECT Phone,SIEMENS / GIGASET A380,Germany,
134,279/BBPPT/II/09,2009-02-26,2009-02-27,250,PT. Pacificom Global Sentosa,DECT Phone,SIEMENS / GIGASET A580,Germany,
135,280/BBPPT/II/09,2009-02-26,2009-02-27,19,"PT. Astra Graphia, Tbk",Mesin Multifunction,Fuji Xerox / DocuCentre-III 3007,Japan,
136,281/BBPPT/II/09,2009-02-26,2009-02-27,112,"PT. Astra Graphia, Tbk",Mesin Multifunction,Fuji Xerox / ApeosPort-III C2201,Japan,
137,282/BBPPT/II/09,2009-02-26,2009-02-27,113,"PT. Astra Graphia, Tbk",Mesin Multifunction,Fuji Xerox / DocuCentre-III C3300,Japan,
138,283/BBPPT/II/09,2009-02-26,2009-02-27,114,"PT. Astra Graphia, Tbk",Mesin Multifunction,Fuji Xerox / DocuCentre-III C2200,Japan,
139,284/BBPPT/II/09,2009-02-26,2009-02-27,115,"PT. Astra Graphia, Tbk",Mesin Multifunction,Fuji Xerox / DocuCentre-III C2201,Japan,
1,285/BBPPT/II/09,2009-02-27,2009-03-05,49,PT. Dian Graha Elektrika,Gigaset,Siemens / A580 IP SGP,Germany,
2,286/BBPPT/II/09,2009-02-27,2009-03-05,129,Hewlett-Packard Singapore (Sales) Pte Ltd.,HP Bluetooth Module for Printer,hp / SDGOB-0891,United States,
3,287/BBPPT/II/09,2009-02-27,2009-03-05,130,"Tokai Rika Co., Ltd",Tuner,Tokai Rika / B82UA,Japan,
4,288/BBPPT/II/09,2009-02-27,2009-03-05,173,Broadcom Corporation,Bluetooth Transceiver Module,Broadcom / BCM92070MD_REF,China,
5,289/BBPPT/II/09,2009-02-27,2009-03-05,196,PT. Global Indotama,TV Transmitter UHF,ABE / TX 10000 U-DD,Italy,
6,290/BBPPT/II/09,2009-02-27,2009-03-05,212,PT. Dwi Tunggal Putra,Antenna VSAT,Vertex / Vertex RSI 9.2m,United States,
7,291/BBPPT/II/09,2009-02-27,2009-03-05,224,PT. Infokom Internusa,Converter E1 to 4 V35,LOOP Telecom / E-1200,Taiwan,
8,292/BBPPT/II/09,2009-02-27,2009-03-05,255,CV. International Trading Co.,HSDPA USB Modem,HUAWEI / E172,China,
9,293/BBPPT/II/09,2009-02-27,2009-03-05,261,PT. Dwi Utama Perkasa,Telepon Selular GSM-GSM,MAXTRON / MG 126,China,
10,294/BBPPT/II/09,2009-02-27,2009-03-05,274,PT. Telgam Indo Intim,Telepon Selular GSM-GSM TV Mobile,SPIRIT / E71i,China,
11,295/BBPPT/II/09,2009-02-27,2009-03-05,275,PT. Imani Prima,Radio Modem,Quake / Q1200SG (Frek. 137-150.05 MHz),Canada,
12,296/BBPPT/II/09,2009-02-27,2009-03-05,276,PT. Nokia Indonesia,Telepon Selular,Nokia / 6303c / RM-433 (GSM 805/900/1800/1900),China,
13,297/BBPPT/II/09,2009-02-27,2009-03-05,278,PT. Ericsson Indonesia,GSM Radio Base Station,ERICASSON / RBS 2409,SWEDEN,
14,298/BBPPT/II/09,2009-02-27,2009-03-05,280,Sony Ericsson Mobile Communications AB (SEAB),Mobile Phone,"SONY ERICSSON / W508, Quad-band GSM/EDGE 850/900/1800/1900 MHz",China,
15,299/BBPPT/II/09,2009-02-27,2009-03-05,143,PT. Huawei Tech Investment,Lanswitch,HUAWEI / S2300,China,
16,300/BBPPT/II/09,2009-02-27,2009-03-05,183,PT. Huawei Tech Investment,Lanswitch,HUAWEI / S3300,China,
17,301/BBPPT/II/09,2009-02-27,2009-03-05,254,CV. International Trading Co.,HSDPA USB Modem,HUAWEI / E169,China,
18,302/BBPPT/III/09,2009-03-02,2009-03-05,242,PT. Ariko Function Indonesia,Sectoral Antenna,FUNCTION / FW-A2400I,China,
19,303/BBPPT/III/09,2009-03-02,2009-03-05,243,PT. Ariko Function Indonesia,Directional Panel Antenna,Function / FW-A2400G,China,
20,304/BBPPT/III/09,2009-03-02,2009-03-05,270,PT. Alssa Corporindo,Wireless Ethernet Bridge/Serial Gateway,MICROHARD SYSTEM / IP320,Canada,
21,305/BBPPT/III/09,2009-03-02,2009-03-05,292,PT. Sinar Mentari Era Jaya,8 dBi Indoor Desktop Omni Directional Antenna,TP-LINK / TL-ANT2408C,China,
22,306/BBPPT/III/09,2009-03-02,2009-03-05,293,PT. Sinar Mentari Era Jaya,14 dBi Outdoor Directional Antenna,TP-LINK / TL-ANT2414B,China,
23,307/BBPPT/III/09,2009-03-02,2009-03-05,294,PT. Sinar Mentari Era Jaya,2.4GHz 12 dBi Outdoor Directional Antenna,TP-LINK / TL-ANT2412D,China,
24,308/BBPPT/III/09,2009-03-02,2009-03-05,124,PT. Mega Citra Sejati,"Cable Router for Home,Build-in 4-port Switch",TP-Link / TL-R402M,China,
25,309/BBPPT/III/09,2009-03-02,2009-03-05,211,PT. Dwi Tunggal Putra,Antenna VSAT,Andrew / 183,United States,
26,310/BBPPT/III/09,2009-03-02,2009-03-05,111,"PT. Astra Graphia, Tbk",Mesin Multifunction,Fuji Xerox / DocuCentre-III C4400,Japan,
27,311/BBPPT/III/09,2009-03-04,2009-03-06,65,"Quanta Microsystems, Inc.",IEEE 802.15.4 Transceivers Module,QMI / ZM101,China,
28,312/BBPPT/III/09,2009-03-04,2009-03-06,213,PT. Dwi Tunggal Putra,Antenna VSAT,Suman / SM-T3.0R3.0m,United States,
29,313/BBPPT/III/09,2009-03-04,2009-03-06,283,PT. Telgam Indo Intim,Telepon Selular GSM+GSM,SPIRIT / F1,China,
30,314/BBPPT/III/09,2009-03-04,2009-03-06,290,PT. LG Electronics Indonesia,Mobile Phone,LG / GB101,China,
31,315/BBPPT/III/09,2009-03-04,2009-03-06,308,PT. Nexco Jaya,Handphone Dual Card Quadband,D'fone / D'fone TV88,China,
32,316/BBPPT/III/09,2009-03-04,2009-03-06,311,PT. Megasindo Pratama,Telepon Seluler Dual SimCard (GSM-GSM),SKY PHONE / 303,China,
33,317/BBPPT/III/09,2009-03-04,2009-03-06,310,PT. Megasindo Pratama,Telepon Seluler Dual SimCard (GSM-CDMA),SKY PHONE / 323,China,
34,318/BBPPT/III/09,2009-03-04,2009-03-06,284,Sony Ericsson Mobile Communications AB (SEAB),Mobile Phone,"SONY ERICSSON / C901, HSDPA/UMTS/GRPS/EDGE 2100/1900/1800/900/850 MHz",China,
35,319/BBPPT/III/09,2009-03-04,2009-03-16,209,PT. Nokia Indonesia,Aksesoris,Nokia / Nokia Bluetooth Stereo Headset BH-504 (HS-123W),China,
36,320/BBPPT/III/09,2009-03-04,2009-03-16,210,PT. Axindo Infotama,Bluetooth Headset,i-tech / CLIP NARO 601,China,
37,321/BBPPT/III/09,2009-03-11,2009-03-16,2198(2008),PT. Varindo Buana Abadi,Up/Down Frequency Converter,Newtec / NTC/2142,Belgium,
38,322/BBPPT/III/09,2009-03-11,2009-03-16,238,PT. Bintang Komunikasi Utama,RF UNIT PES 6000,HUGHES / X000 Series,United States,
39,323/BBPPT/III/09,2009-03-11,2009-03-16,239,PT. Bintang Komunikasi Utama,Telephony Earth Station,HUGHES / TES,United States,
40,324/BBPPT/III/09,2009-03-11,2009-03-16,248,PT. Permata Semesta Jaya Abadi,LNBF,Goldsat / GS-450,China,
41,325/BBPPT/III/09,2009-03-11,2009-03-16,252,Research In Motion Limited,Smartphone Wireless Handheld,Blackberry 9530 / RBW71CW,Canada,
42,326/BBPPT/III/09,2009-03-11,2009-03-16,256,PT. Permata Semesta Jaya Abadi,LNBF,Goldsat / GS-220,China,
43,327/BBPPT/III/09,2009-03-11,2009-03-16,258,PT. Konten Indonesia Pratama,Mobile Phone Dual SIM,IMO / G 168 (GSM900/ DCS1800/850/1900 ),China,
44,328/BBPPT/III/09,2009-03-11,2009-03-16,264,PT. Ericsson Indonesia,Antenna,"Kathrein / Tri Sector Antenna, X-Pol;65 deg.18dBi,1710-2170 MHz",Germany,
45,329/BBPPT/III/09,2009-03-11,2009-03-16,273,PT. Telgam Indo Intim,Smartphone Wireless Handheld,Blackberry 8900 / RBZ41GW,Mexico,
46,330/BBPPT/III/09,2009-03-11,2009-03-16,282,PT. Nokia Indonesia,Telepon Selular,"Nokia / 5730s-1 / RM-465 (GSM 850/900/1800/1900, WCDMA 900/1900/2100, HSDPA 3.6, WLAN)",China,
47,331/BBPPT/III/09,2009-03-11,2009-03-16,299,PT. Samart I-Mobile Indonesia,Handphone,i-Mobile / 535 (GSM900/1800/1900 Mhz),Thailand,
48,332/BBPPT/III/09,2009-03-11,2009-03-16,319,"PT. Maju Express Indonesia,",Ponsel Dual GSM 900/1800 MHz,MITO / 811,China,
49,333/BBPPT/III/09,2009-03-11,2009-03-16,349,Sony Ericsson Mobile Communications AB (SEAB),Mobile Phone,"SONY ERICSSON / S312, Dual Band e-GSM900 GSM1800,GPRS and EDGE in all band",China,
50,334/BBPPT/III/09,2009-03-11,2009-03-16,350,Sony Ericsson Mobile Communications AB (SEAB),Mobile Phone,"SONY ERICSSON / T707,Quad Band GSM850/900/1800/1900, HSDPA band 1 supported for HSDPA band 1/4 supported for TMO-US",China,
51,335/BBPPT/III/09,2009-03-11,2009-03-16,184,PT. Huawei Tech Investment,UMTS Access Point,HUAWEI / UAP3801E,China,
52,336/BBPPT/III/09,2009-03-11,2009-03-16,190,PT. Huawei Tech Investment,Lanswitch,HUAWEI / S9300,China,
53,337/BBPPT/III/09,2009-03-11,2009-03-16,234,PT. Bintang Komunikasi Utama,Antenna C-Band,VERTEX RSI / 6.3 KXC,United States,
54,338/BBPPT/III/09,2009-03-11,2009-03-16,237,PT. Bintang Komunikasi Utama,ODU RF SET,COMTECH EF DATA / CST-5000,United States,
55,339/BBPPT/III/09,2009-03-11,2009-03-16,244,PT. Ariko Function Indonesia,Outdoor Wireless Access Point,Function / FW-A8510,China,
56,340/BBPPT/III/09,2009-03-11,2009-03-16,245,PT. Ariko Function Indonesia,Outdoor Wireless Client Point Equipment,Function / FW-A8331,China,
57,341/BBPPT/III/09,2009-03-11,2009-03-16,259,"Jing Mold Electronics Technology (Shen Zhen) Co., Ltd.",Wireless USB receiver,Lenovo / JME-3263R,China,
58,342/BBPPT/III/09,2009-03-11,2009-03-16,260,"Jing Mold Electronics Technology (Shen Zhen) Co., Ltd.",Wireless Keyboard,Lenovo / LXH-JME8001R,China,
59,343/BBPPT/III/09,2009-03-11,2009-03-16,268,PT. GNI Nusantara,Digital Radio SDH,"Ceragon / FibeAir3200T, 11 GHz",United States,
60,344/BBPPT/III/09,2009-03-11,2009-03-16,324,Lembaga Penyiaran Publik Radio Republik Indonesia,"Pemancar Radio FM 2,5 KW",LYS / LYS 2500,FRANCE,
61,345/BBPPT/III/09,2009-03-11,2009-03-16,332,Lembaga Penyiaran Publik Radio Republik Indonesia,Pemancar Radio FM 5 KW,PRAMIDE / PT 5 CD,INDIA,
